Property Name,Price,House Type,Area in sq ft,No. of Bedrooms,No. of Bathrooms,Location,Postal Code
Sculpture House,450000,Flat / Apartment,738,2,2,4 Killick Way,E1 3FE
New Road,4750000,House,8081,7,7,Esher,KT10 9PG
Cedars Road,3500000,House,3001,5,5,Barnes,SW13 0HP
New Atlas Wharf,865000,Flat / Apartment,1551,3,3,3 Arnhem Place,E14 3SS
Benbow House,8250000,Penthouse,4555,5,5, Southwark,SE1 9DS
Kent Terrace,7500000,House,3792,5,5,Regent's Park,NW1 4RP
Park Street,7925000,House,2648,4,4,Mayfair,W1K 2JZ
Westbridge Road,5250000,House,4144,6,6,Battersea Park,SW11 3PW
Residence Tower,595000,Flat / Apartment,795,2,2,Woodberry Grove,N4 2BS
Acfold Road,2650000,House,2454,6,6,Fulham,SW6 2AL
Abbey Lodge,5950000,Penthouse,2220,4,4, St John's Wood,NW8 7RL
North Gate,5600000,Flat / Apartment,2509,4,4, St. John's Wood,NW8 7EH
New Road,2250000,House,3889,4,4,Esher,KT10 9PG
Doulton House,1195000,Flat / Apartment,1024,3,3, Fulham,SW6 2FS
Queensbridge Road,975000,Flat / Apartment,1194,3,3,Hackney,E8 3AR
Windsor House,600000,Flat / Apartment,1219,3,3, Bushey,WD23 2RH
Chiltern Place,4950000,New development,1627,2,2,66 Chiltern Street,W1U 6NJ
Oakhill Avenue,995000,House,1762,4,4,Pinner,HA5 3DL
Hereford Road,725000,Flat / Apartment,521,1,1,Notting Hill,W2 5AJ
South Quay Plaza,1375000,New development,1203,3,3,Canary Wharf,E14 9SH
Wardian West Tower,1850000,Penthouse,1268,2,2, Canary Wharf,E14 9TP
Kings Gate Walk,1825000,New development,934,2,2,Victoria,SW1E 6AN
St George's Park,807995,New development,1650,5,5,Suttons Lane,RM12 6RS
Fairacres,1325000,Flat / Apartment,2403,4,4, Putney,SW15 5LX
Wardian East Tower,575000,New development,531,1,1, Canary Wharf,E14 9TP
The Arthaus Apartments,550000,Flat / Apartment,672,2,2,205 Richmond Road,E8 3FF
Duchess of Bedford House,2200000,Flat / Apartment,1337,3,3,Duchess of Bedfords Walk,W8 7QN
Malvern Terrace,2000000,House,1450,4,4,Islington,N1 1HR
Regan Yard,640000,New development,794,3,3, London,N1 6PH
23 Maud Street,765000,Flat / Apartment,1234,3,3,Royal Docks,E16 1YU
Mozart Terrace,7500000,House,3871,5,5,Ebury Street,SW1W 8UP
The Spinney,4350000,New development,8151,5,5,Queens Drive,KT22 0PL
Jessel Drive,475000,House,1018,3,3,Loughton,IG10 2EX
Boat Race House,1320000,New development,1452,2,2,63 Mortlake High Street,SW14 8HL
Whiston House,550000,Flat / Apartment,558,2,2, Halton Road,N1 2DH
Hallowell Road,300000,Flat / Apartment,573,1,1,Northwood,HA6 1DT
Sussex Square,1600000,Flat / Apartment,1535,4,4,Paddington,W2 2SR
St John's Place,890000,Flat / Apartment,800,2,2,Clerkenwell,EC1M 4NP
Junction House,862000,New development,978,3,3, Battersea,SW11 2NU
Regents House,775000,New development,636,1,1, Battersea,SW11 4FA
Charles Street,1600000,New development,1500,3,3,Barnes,SW13 0NZ
Goodwood Court,680000,Flat / Apartment,484,1,1,54-57 Devonshire Street,W1W 5DZ
Overstrand Mansions,1800000,Flat / Apartment,1386,3,3,Prince of Wales Drive,SW11 4HA
Overstrand Mansions,1490000,Flat / Apartment,1452,3,3,Prince of Wales Drive,SW11 4EY
Cranbourne Court,1500000,Flat / Apartment,1088,2,2,Albert Bridge Road,SW11 4PE
Enclave Court,1100000,Flat / Apartment,1056,1,1, Clerkenwell,EC1V 0BH
Girdlers Road,1030000,Flat / Apartment,959,2,2,Brook Green,W14 0PS
Television Centre,1350000,Flat / Apartment,1007,2,2,3 Wood Crescent,W12 7GN
Pentland House,880000,Flat / Apartment,693,2,2,188 Cromwell Road,SW5 0SJ
Belgrave Court,875000,Flat / Apartment,1278,2,2, Canary Wharf,E14 8RJ
Gooch House,544999,Flat / Apartment,792,2,2, Greenwich,SE10 0XL
Cadogan Court,5250000,Flat / Apartment,2456,4,4, Chelsea,SW3 3BX
Winchester Place,2150000,New development,2453,4,4,Highgate,N6 5HJ
Winchester Place,2000000,New development,2421,4,4,Highgate,N6 5HJ
Windmill Road,1000000,House,2701,4,4,Brentford,TW8 9NH
Green Street,3850000,Flat / Apartment,995,2,2,Mayfair,W1K 6RL
Christchurch,875000,Flat / Apartment,1193,2,2, Richmond,TW9 2AU
Elsworthy Road,7250000,New development,3185,4,4,Primrose Hill,NW3 3DS
Bickenhall Mansions,2850000,Flat / Apartment,2163,4,4,Bickenhall Street,W1U 6BU
Stanley Mansions,1650000,Flat / Apartment,1139,3,3, Chelsea,SW10 0AG
Carrington House,1700000,Flat / Apartment,788,2,2, Mayfair,W1J 7RG
Milton Grove,2395000,House,2277,4,4,Stoke Newington,N16 8QY
Clarence Park Crescent,2500000,House,2316,5,5,Stanmore,HA7 3GD
Sandy Lodge Way,850000,House,1384,5,5,Northwood,HA6 2AS
Wyndham Street,3650000,House,2390,4,4,Marylebone,W1H 1DB
Lowther Road,2800000,House,3502,6,6,Barnes,SW13 9NP
The Vineyard,595000,Flat / Apartment,632,1,1,Richmond,TW10 6AS
Paddock Way,3499000,House,4831,5,5,Putney,SW15 3TN
Danemere Street,2350000,House,3134,6,6,Putney,SW15 1LT
Ravenswood Park,925000,House,1607,4,4,Northwood,HA6 3PR
Quarrendon Street,4000000,House,3394,6,6, Fulham,SW6 3ST
Icon Apartments,525000,Flat / Apartment,1030,3,3,32 Duckett Street,E1 4FX
Metcalfe Court,575000,Flat / Apartment,924,2,2, Greenwich,SE10 0BZ
Godolphin Road,1495000,House,1965,4,4,Shepherd's Bush,W12 8JW
Manor Road South,1199950,House,2041,4,4,Esher,KT10 0QL
Tudor House,925000,New development,666,1,1,Duchess Walk,SE1 2SA
Northumberland Place,3250000,House,1929,4,4,Notting Hill,W2 5BS
Eaton House,1200000,Flat / Apartment,1574,3,3, Canary Wharf,E14 8RN
Sandy Lodge Way,1250000,House,1500,4,4,Northwood,HA6 2AS
Yoakley Road,1250000,House,1252,3,3,Stoke Newington,N16 0BA
Chalfont House,4350000,Flat / Apartment,1773,3,3,19-21 Chesham Street,SW1X 8NG
Albert Court,2950000,Flat / Apartment,1055,2,2,Kensington Gore,SW7 2BL
Wellfields,1000000,House,1758,4,4,Loughton,IG10 1NX
St. Frideswides Mews,400000,House,571,1,1,Canary Wharf,E14 6LN
Garthside,2500000,House,4348,6,6, Ham,TW10 5JA
Masons Yard,950000,Flat / Apartment,519,1,1,St James's,SW1Y 6BU
Redington Road,1300000,Flat / Apartment,1210,3,3,Hampstead,NW3 7RR
Discovery Dock Apartments West,800000,Flat / Apartment,1066,2,2, Canary Wharf,E14 9LT
Manor Road,2650000,House,3788,4,4, Loughton,IG10 4AD
Manor Road,2995000,House,4543,5,5, Loughton,IG10 4AD
Pelhams Walk,2350000,New development,4300,5,5,Esher,KT10 8QD
Pembroke Avenue,799000,House,1589,4,4,Surbiton,KT5 8HW
Copsem Drive,2350000,House,5011,6,6,Esher,KT10 9HD
Courtyard House,1200000,Flat / Apartment,1147,3,3, Fulham,SW6 2TR
North Gate,2999000,Flat / Apartment,1581,3,3,Prince Albert Road,NW8 7EJ
Waterford Road,2995000,House,2486,5,5, Fulham,SW6 2DR
Onedin Point,600000,Flat / Apartment,799,2,2,22 Ensign Street,E1 8JT
Clapham Common North Side,6995000,House,8880,7,7,Clapham,SW4 0AA
Rosscourt Mansions,1000000,Flat / Apartment,1156,3,3,Buckingham Palace Road,SW1W 0PR
Donovan Court,875000,Flat / Apartment,648,1,1, London,SW10 9QS
Park Village West,3950000,House,2029,4,4,Regent's Park,NW1 4AE
Harley Street,18500000,House,8603,6,6,Marylebone,W1G 6BF
Amhurst Road,485000,Flat / Apartment,563,1,1,Hackney,E8 2AW
Upper Wimpole Street,12750000,House,7526,6,6,Marylebone,W1G 6LG
New Barns Farm,1000000,House,1690,4,4, Chigwell,IG7 6BJ
New Barns Farm,1000000,New development,1636,3,3, Chigwell,IG7 6BJ
New Barns Farm,950000,New development,1560,3,3, Chigwell,IG7 6BJ
Bideford Avenue,650000,New development,1139,4,4,Perivale,UB6 8DF
Lingfield Road,1295000,Flat / Apartment,1372,2,2,Wimbledon,SW19 4QA
Coombe End,3650000,House,5424,6,6,Kingston upon Thames,KT2 7DQ
Berkeley Tower,550000,Flat / Apartment,691,1,1, Canary Wharf,E14 8RP
Ditton Grove,1000000,New development,1610,3,3,Esher,KT10 9FN
Arundel Gardens,9500000,House,4683,6,6,Notting Hill,W11 2LB
Abbey Road,1750000,Penthouse,1535,3,3,St John's Wood,NW8 9GS
The Mansions,1650000,Flat / Apartment,1698,4,4,252 Old Brompton Road,SW5 9HW
Richard Burbidge Mansions,1700000,Flat / Apartment,1796,3,3, Barnes,SW13 8RB
Geraldine Road,800000,Flat / Apartment,993,2,2,Wandsworth,SW18 2NS
Linksway,4995000,House,8042,6,6,Northwood,HA6 2XB
Wimbledon Park Road,2650000,House,3468,5,5,Putney,SW18 5SJ
Barnes Avenue,3500000,New development,2720,5,5,Barnes,SW13 9AB
New Providence Wharf,320000,Flat / Apartment,469,1,1, Canary Wharf,E14 9PL
Rathbone Square,2700000,New development,1087,3,3, Fitzrovia,W1T 1JN
Arlington Street,3750000,Penthouse,1589,3,3,St James's,SW1A 1RD
Moor Lane,800000,Flat / Apartment,572,1,1,City Of London,EC2Y 9BA
Duncan Terrace,4250000,House,2940,4,4,Islington,N1 8AG
The Old Sorting Office,700000,Flat / Apartment,736,1,1, Barnes,SW13 0LF
The Woods,2650000,House,4828,7,7,Northwood,HA6 3EY
Fife Road,4750000,House,4206,4,4,East Sheen,SW14 8BJ
Tenby Mansions,3750000,Penthouse,2433,3,3, Marylebone,W1U 5ER
Manor Road,2800000,House,4378,8,8,Chigwell,IG7 5PQ
Worship Street,1100000,Flat / Apartment,1024,2,2,Shoreditch,EC2A 2AH
Westleigh Avenue,2695000,House,3646,7,7,Putney,SW15 6RQ
Benson House,1850000,New development,942,2,2,4 Radnor Terrace,W14 8FE
Wellington House,3500000,Penthouse,1662,3,3, Westminster,SW1E 6AL
Colinette Road,4075000,House,5675,7,7,Putney,SW15 6QG
Holland Park Villas,6950000,New development,1968,3,3,6 Campden Hill,W8 7AD
North Grove,2500000,House,2597,4,4,Highgate,N6 4SH
17 Lillie Square,830000,New development,600,1,1, Earls Court,SW6 1UE
17 Lillie Square,1425000,New development,911,2,2, Earls Court,SW6 1UE
Orchard Court,14500000,Flat / Apartment,4506,4,4, Marylebone,W1H 6LE
Greville Road,699950,Flat / Apartment,901,1,1,St Johns Wood,NW6 5JA
Sandpits Road,1125000,House,1458,4,4,Richmond,TW10 7DT
"Dominion House, Barts Square",900000,New development,522,1,1, Farringdon,EC1A 7BF
Wilton Crescent &  Kinnerton Street,19000000,House,6796,7,7,Belgravia,SW1X 8RN
Denison House,525000,Flat / Apartment,844,2,2, Canary Wharf,E14 9JJ
South Hill Park,1100000,Flat / Apartment,781,2,2,Hampstead,NW3 2SS
Allingham Court,8850000,Penthouse,5138,3,3,44 The Bishops Avenue,N2 0BA
Carlton Hill,5695000,House,3110,4,4,St John's Wood,NW8 0EL
Spice Court,725000,Flat / Apartment,1007,2,2,Asher Way,E1W 2JD
Ikins House,23950000,New development,15405,7,7,Hampstead Heath,NW11
Lancaster Gate,1300000,Flat / Apartment,834,2,2,Bayswater,W2 3LH
Television Centre,1550000,New development,1016,2,2,5 Wood Crescent,W12 7GR
Vincent Square,1425000,Flat / Apartment,1218,2,2,Westminster,SW1P 2PQ
Gainsborough House,6175000,Penthouse,3150,3,3, Hampstead,NW3 6PZ
Bartholomew Close,800000,Flat / Apartment,524,1,1, Barbican,EC1A 7BB
Finchley Road,950000,Flat / Apartment,1241,3,3,Hampstead,NW3 7AA
Dickens Close,3100000,House,3048,5,5,Richmond,TW10 7AU
Canaletto Tower,3200000,New development,2303,3,3,257 City Road,EC1V 1AF
Barmouth Road,1300000,House,1690,4,4,Wandsworth,SW18 2DS
Belgrave Court,1700000,Flat / Apartment,1771,3,3, Canary Wharf,E14 8RJ
Wren Avenue,1400000,House,1814,4,4,Cricklewood,NW2 6UH
10 Park Drive,1195000,New development,922,2,2,Canary Wharf,E14 9SG
10 Park Drive,1125000,New development,1176,2,2,Canary Wharf,E14 9QL
Mansfield Street,4950000,Flat / Apartment,2097,3,3,Marylebone,W1G 9NF
Lincoln House,2300000,Flat / Apartment,1055,2,2,Basil Street,SW3 1AW
Lillie Square,1950000,New development,1077,3,3, Earls Court,SW6 1UE
Montevetro,3450000,Flat / Apartment,1954,2,2, Battersea,SW11 3YL
Heathfield Gardens,3995000,House,3917,5,5,Wandsworth,SW18 2PJ
Parliament View Apartments,1495000,Flat / Apartment,1115,3,3, Lambeth,SE1 7XQ
Temple Road,1350000,House,1683,4,4,Chiswick,W4 5NW
Mercer House,975000,New development,1065,3,3,20 St. Josephs Street,SW8 4DN
Oxford House,1450000,Flat / Apartment,1465,2,2,52 Parkside,SW19 5NE
Lowther Road,3750000,House,3808,5,5,Barnes,SW13 9NX
Buckingham Gate,1950000,Flat / Apartment,1244,2,2,Westminster,SW1E 6PB
Parliament View Apartments,2950000,Penthouse,1884,3,3, Lambeth,SE1 7XL
Bryanston Mews West,5250000,House,3108,8,8,Marylebone,W1H 2BW
Westover Road,4950000,House,4452,7,7,Wandsworth,SW18 2RE
Claremont Road,2500000,House,6247,5,5, Esher,KT10 0PL
Lace House,525000,Flat / Apartment,619,1,1,Pamela Street,E8 4FL
Citrine Apartments,435000,New development,474,1,1,New Gun Wharf,E3 5GF
Cranmer Court,1800000,Flat / Apartment,1070,3,3,Whiteheads Grove,SW3 3HE
Ranelagh House,1000000,Flat / Apartment,985,1,1,3-5 Elystan Place,SW3 3LD
Moore House,1450000,New development,1007,2,2,2 Gatliff Road,SW1W 8DT
Moore House,1050000,New development,1010,3,3, Grosvenor Waterside,SW1W 8DT
Moore House,1050000,New development,758,1,1, Grosvenor Waterside,SW1W 8DU
Kensington Church Street,3950000,New development,1924,3,3,Kensington,W8 7LP
Church Street,765000,Flat / Apartment,1122,1,1,St. John's Wood,NW8 8EP
Salvin Road,850000,Flat / Apartment,1008,2,2,Putney,SW15 1DR
Cadogan Place,34000000,House,7798,6,6,Belgravia,SW1X 9RU
St. Marys Mansions,1800000,Flat / Apartment,1388,3,3,St. Marys Terrace,W2 1SY
Sankey House,485000,Flat / Apartment,632,2,2,St James Avenue,E2 9JE
Riverwalk,2250000,Flat / Apartment,1292,2,2, Westminster,SW1P 4FA
Manor Road,489950,House,765,1,1, Loughton,IG10 4AD
St Agnes Close,840000,House,910,3,3,South Hackney,E9 7HS
Television Centre,750000,New development,579,1,1,101 Wood Lane,W12 7FS
Chiddingstone Street,1025000,Flat / Apartment,1358,3,3, Fulham,SW6 3TQ
The Belvedere,2750000,Flat / Apartment,2136,3,3, Chelsea,SW10 0XA
Myddelton Square,1500000,Flat / Apartment,1494,4,4,Clerkenwell,EC1R 1XP
Parkfields,1000000,House,954,2,2,Putney,SW15 6NH
Hotham Hall,1950000,Flat / Apartment,1878,3,3, Putney,SW15 1QS
Addison Grove,925000,Flat / Apartment,1023,2,2,Chiswick,W4 1ER
Michael Cliffe House,450000,Flat / Apartment,675,2,2,Skinner Street,EC1R 0LN
Regents Park Road,2500000,Flat / Apartment,1738,4,4,Primrose Hill,NW1 8XN
Marlborough Place,8950000,House,5727,6,6,St. John's Wood,NW8 0PL
Hand & Flower House,800000,Flat / Apartment,681,1,1,617 Kings Road,SW6 2ES
Hand & Flower House,1750000,New development,1453,2,2,617 Kings Road,SW6 2ES
Dickens Yard,1200000,New development,1140,3,3, Ealing,W5 2XA
Television Centre,790000,New development,591,1,1,101 Wood Lane,W12 7FS
Viewpoint,639950,New development,779,2,2, Battersea,SW11 3RD
Viewpoint,1119900,Penthouse,1141,3,3, Battersea,SW11 3RD
Viewpoint,559950,New development,546,1,1, Battersea,SW11 3RD
Atina Court,2725000,Flat / Apartment,1971,3,3, Belsize Park,NW3 4UR
Cumberland Terrace,12950000,House,4693,5,5,Regent's Park,NW1 4HJ
Stamford House,725000,Flat / Apartment,860,2,2,23 West Side Common,SW19 4UF
Highgate Road,600000,Flat / Apartment,593,1,1,Kentish Town,NW5 1RT
Tanza Road,2500000,Flat / Apartment,1680,3,3,Hampstead,NW3 2UA
Mortimer Road,3500000,House,3174,4,4,Islington,N1 4LB
Copse Wood Way,1725000,House,2924,6,6,Northwood,HA6 2TX
Sheen Lane,2850000,House,3600,5,5,East Sheen,SW14 8RL
Blenheim House,6250000,New development,2459,4,4, Shad Thames,SE1 2SF
Stockleigh Hall,1250000,Flat / Apartment,816,2,2, St. John's Wood,NW8 7LA
Lillie Square,8900000,Penthouse,2544,4,4, Earls Court,SW6 1UE
Turnbull House,349950,Flat / Apartment,517,1,1,Windsor Street,N1 8QF
Admiral Court,2250000,Flat / Apartment,1683,3,3, Chelsea Harbour,SW10 0UU
Hilliard Road,800000,House,1432,4,4,Northwood,HA6 1SJ
Thames Quay,2250000,Flat / Apartment,1515,3,3, Chelsea,SW10 0UY
Copsem Lane,950000,House,3173,5,5,Esher,KT10 9HQ
Junction House,675000,New development,823,2,2, Battersea,SW11 2NU
Upper Wimpole Street,14750000,House,9053,9,9,Marylebone,W1G 6LG
Phoenix Lodge Mansions,1300000,Flat / Apartment,1367,3,3,Brook Green,W6 7BG
Leicester Court,2095000,Flat / Apartment,2078,3,3,24 Clevedon Road,TW1 2TB
Park Mansions,1350000,Flat / Apartment,1154,4,4,Prince of Wales Drive,SW11 4HQ
Chandos Way,1600000,New development,1528,3,3, Golders Green,NW11 7HP
Eccleston Square,1400000,Flat / Apartment,880,2,2, Westminster,SW1V 1NS
Albemarle Street,16000000,Flat / Apartment,3486,3,3,Mayfair,W1S 4HY
Lauderdale Mansions,1150000,Flat / Apartment,1032,3,3, Maida Vale,W9 1LX
10 Park Drive,1230000,New development,960,2,2,Canary Wharf,E14 9SG
Chandos Way,995000,New development,872,2,2, Golders Green,NW11 7HP
Clarges Mayfair,11950000,New development,2347,2,2,Mayfair,W1J 8JB
Candlemakers Apartments,2450000,Penthouse,2262,3,3,112 York Road,SW11 3RS
Charterhouse Buildings,599995,Flat / Apartment,583,1,1,Clerkenwell,EC1M 7AN
Wendover Court,1395000,Flat / Apartment,940,3,3, Marylebone,W1U 7NP
Beaufort Court,1075000,New development,1280,2,2,65 Maygrove Road,NW6 2DA
Junction House,530000,New development,577,1,1, Battersea,SW11 2NU
The Printworks,710000,New development,820,2,2, Crouch End,N8 9BU
Curzon Street,6500000,Flat / Apartment,2165,2,2,Mayfair,W1J 7TY
Curzon Street,8500000,Flat / Apartment,2665,3,3,Mayfair,W1J 7TY
Burlington Gate,13750000,Penthouse,2476,3,3,25 Cork Street,W1S 3NB
Apartment W1105,2900000,New development,1293,2,2, 161 Millbank,SW1P 4FA
Hamilton Terrace,25000000,House,12435,5,5,St Johns Wood,NW8 9UJ
Cork Street,4100000,New development,1236,2,2,Mayfair,W1S 3NB
Tollington Way,695000,New development,1023,2,2, London,N7 6RG
St. Edmunds Terrace,10000000,Penthouse,3368,4,4,St John's Wood,NW8 7ED
Napier Place,2300000,House,1705,3,3,Holland Park,W14 8LG
Norfolk Road,9500000,House,3974,8,8,St John's Wood,NW8 6AU
Television Centre,800000,New development,619,1,1,6 Wood Crescent,W12 7GS
Kensington Park Road,9000000,House,3932,4,4,Notting Hill,W11 3BU
Hampstead Manor,1800000,New development,1352,3,3, Hampstead,NW3 7ST
Pembridge Villas,5950000,New development,2770,2,2,Notting Hill,W11 2SU
Consort Rise House,1385000,Flat / Apartment,1056,3,3, Victoria,SW1W 9TB
Bessborough Place,2500000,House,1702,3,3,Pimlico,SW1V 3SE
Chelsea Waterfront,7400000,New development,2806,4,4,Lots Road,SW10
Park Place,25000000,New development,8356,5,5,St James's,SW1A 1LP
Loudoun Road,4950000,House,2688,4,4,St John's Wood,NW8 0LY
William Hunt Mansions,1150000,Flat / Apartment,1349,2,2, Barnes,SW13 8HS
Chartwell House,2565000,New development,1766,3,3, Battersea,SW11 4FA
Chartwell House,1044000,New development,869,2,2, Battersea,SW11 4FA
Chartwell House,772000,New development,603,1,1, Battersea,SW11 4FA
Bowden House,1466000,New development,1026,3,3, Battersea,SW11 4FA
Bowden House,1123000,New development,772,2,2, Battersea,SW11 4FA
Bowden House,778000,New development,636,1,1, Battersea,SW11 4FA
Rosemary Gate,950000,Flat / Apartment,1154,2,2, Esher,KT10 9NZ
Hamilton Terrace,10950000,House,4728,6,6,St John's Wood,NW8 9QR
Corinthia Residences,8950000,New development,2956,3,3,10 Whitehall Place,SW1A 2BD
Sharpleshall Street,1150000,Flat / Apartment,915,3,3,Primrose Hill,NW1 8YN
Pembroke Square,4950000,House,2881,4,4,Kensington,W8 6PD
Cheval House,21000000,Penthouse,5417,5,5,30 Montpelier Walk,SW7 1JF
Chelsea Manor Street,9950000,New development,2782,2,2,Cheyne Terrace,SW3 5QP
Heath Drive,2500000,Flat / Apartment,2480,4,4,Hampstead,NW3 7SB
Gloucester Gate,4900000,House,3467,4,4,Regent's Park,NW1 4HG
One Hyde Park,9950000,Flat / Apartment,1682,2,2,100 Knightsbridge,SW1X 7LJ
Octavia Street,1995000,House,2200,5,5,Battersea,SW11 3DN
Berkeley Tower,950000,Flat / Apartment,1327,2,2, Canary Wharf,E14 8RP
Theodore Lodge,2450000,New development,2328,3,3, Copse Hill,SW20 0QF
Banyan House,2350000,Flat / Apartment,2207,2,2, Fulham,SW6 2PT
Hampton Close,2495000,House,3047,6,6,Wimbledon,SW20 0RY
Cork Street,5500000,New development,1409,2,2,Mayfair,W1S 3NB
Acris Street,1200000,House,1692,4,4,Wandsworth,SW18 2QP
Redington Road,6950000,House,3988,3,3,Hampstead,NW3 7RG
Lauderdale Drive,2150000,House,3176,5,5,Richmond,TW10 7BS
St. Edmunds Terrace,11300000,Penthouse,3817,4,4,St. John's Wood,NW8 7ED
Ryger House,9300000,New development,2496,3,3, St James's,SW1A 1RD
Ironmonger Lane,4300000,House,3660,4,4, The City,EC2V 8EY
Queens Drive,6250000,House,10764,6,6,Oxshott,KT22 0PH
Manor Road,1750000,House,3286,4,4, Loughton,IG10 4AD
Claydon House,1850000,Flat / Apartment,1080,2,2, Waterfront Drive,SW10 0DD
Hamilton Terrace,8250000,House,3940,5,5,St. John's Wood,NW8 9RE
Herbert Crescent,4950000,Flat / Apartment,1581,3,3,Chelsea,SW1X 0HB
Chelsea Crescent,1750000,Flat / Apartment,1553,2,2, Chelsea,SW10 0XB
Park Lane,19950000,Flat / Apartment,3698,5,5,Mayfair,W1K 7AJ
St. James's Street,5275000,Flat / Apartment,1749,3,3,St James's,SW1A 1JT
Ingram Avenue,5995000,House,4435,6,6,Hampstead Garden Suburb,NW11 6TG
Cork Street,6300000,New development,1506,3,3,Mayfair,W1S 3AR
Courtenay Avenue,8650000,House,5395,6,6,Highgate,N6 4LP
